,fid,Address,Account Number,Meter Number,Route,Condition,Account_Number,geometry
9689,14,209 ALEXANDER AVE,6574,1832598754,33,,,POINT Z (-85.176045376 34.202239789 0)
9690,15,207 ALEXANDER ST SE,6575,1832597979,33,,,POINT Z (-85.17564462 34.202238515 0)
9691,16,205 ALEXANDER ST SE,6576,1831131713,33,,,POINT Z (-85.17526899 34.20223781 0)
9692,17,203 ALEXANDER ST,6577,1832594670,33,,,POINT Z (-85.175067054 34.202237423 0)
9693,18,201 ALEXANDER AVE SE,6578,1832593330,33,,,POINT Z (-85.17460229 34.202236953 0)
9694,19,113 ALEXANDER ST SE,6579,1491131920,33,,,POINT Z (-85.174282452 34.202257835 0)
9695,20,111 ALEXANDER ST SE,6580,1832593410,33,,,POINT Z (-85.174107892 34.20225664 0)
9696,21,109 ALEXANDER AVE,6581,1832589170,33,,,POINT Z (-85.173648822 34.202233808 0)
9697,22,107 ALEXANDER ST,6582,1831648601,33,,,POINT Z (-85.173215461 34.20224896 0)
9698,23,105 ALEXANDER ST,6583,1832594786,33,,,POINT Z (-85.172948817 34.202238611 0)
9699,24,103 ALEXANDER ST,6584,1832594351,33,,,POINT Z (-85.172924911 34.202233048 0)
9700,25,101 ALEXANDER ST,6585,1832598532,33,,,POINT Z (-85.172656413 34.20223424 0)
9701,26,3100 MAPLE RD,6586,1852312895,33,,,POINT Z (-85.171822488 34.202287342 0)
9702,27,3100 MAPLE RD SE,6587,1852338113,33,,,POINT Z (-85.171726673 34.20209488 0)
9703,28,3106 MAPLE RD,6590,1831826764,33,,,POINT Z (-85.171937613 34.201077021 0)
9704,29,4 SPRING CR,6592,1850526215,33,,,POINT Z (-85.172469894 34.200927873 0)
9705,30,4 SPRING CR SE,6593,1470985864,33,,,POINT Z (-85.172715776 34.201044248 0)
9706,31,14 SPRING CR,6596,1832593264,33,,,POINT Z (-85.173417912 34.200296971 0)
9707,32,20 SPRING CR,6597,1852467517,33,,,POINT Z (-85.174048634 34.200323945 0)
9708,33,22 SPRING CR,6598,1832593656,33,,,POINT Z (-85.174143642 34.200300948 0)
9709,34,26 SPRING CR,6599,1832599683,33,,,POINT Z (-85.174570722 34.200235945 0)
9710,35,28 SPRING CR,6600,1832598537,33,,,POINT Z (-85.175357463 34.200391598 0)
9711,36,31 SPRING CR,6601,1832598709,33,,,POINT Z (-85.175572758 34.200356887 0)
9712,37,212 SUNSET DR SE,6602,1832593871,33,,,POINT Z (-85.17474729 34.200163685 0)
9713,38,21 SPRING CR SE,6603,1481231850,33,,,POINT Z (-85.174554733 34.200169699 0)
9714,39,19 SPRING CR,6604,1832580575,33,,,POINT Z (-85.174195202 34.20020902 0)
9715,40,17 SPRING CR SE,6605,1832594904,33,,,POINT Z (-85.173920851 34.200210563 0)
9716,41,15 SPRING CR SE,6606,1490132196,33,,,POINT Z (-85.173608633 34.200195509 0)
9717,42,13 SPRING CR SE,6607,1490944610,33,,,POINT Z (-85.173354846 34.200190177 0)
9718,43,3106 MAPLE RD,6608,1832580509,33,,,POINT Z (-85.171987157 34.200848185 0)
9719,44,3108 MAPLE RD SE,6609,1490148516,33,,,POINT Z (-85.172110631 34.200429061 0)
9720,45,3110 MAPLE RD SE,6610,1850430497,33,,,POINT Z (-85.172148943 34.200195592 0)
9721,46,3040 MAPLE RD,6611,1850419268,33,,,POINT Z (-85.172084837 34.200437884 0)
9722,47,3116 MAPLE RD,6613,1852347514,33,,,POINT Z (-85.172372643 34.199127808 0)
9723,48,3122 MAPLE RD,6615,1470802552,33,,,POINT Z (-85.172459658 34.198603998 0)
9724,49,3126 MAPLE RD,6616,1490228332,33,,,POINT Z (-85.172681165 34.198037556 0)
9725,50,3125 MAPLE RD,6617,1852335985,33,,,POINT Z (-85.17240873 34.197984271 0)
9726,51,3121 MAPLE RD SE,6619,1832594747,33,,,POINT Z (-85.172167501 34.198979316 0)
9727,52,5 HILLSIDE DR,6620,1831135682,33,,,POINT Z (-85.171821733 34.199000751 0)
9728,53,3117 MAPLE RD,6621,1471653282,33,,,POINT Z (-85.172114055 34.199186126 0)
9729,54,3113 MAPLE RD,6622,1832628637,33,,,POINT Z (-85.17198389 34.199711377 0)
9730,55,3111 MAPLE RD,6623,1832287566,33,,,POINT Z (-85.171914683 34.200098193 0)
9731,56,3107 MAPLE RD,6624,1852335803,33,,,POINT Z (-85.17174126 34.200789 0)
9732,57,3107 MAPLE RD,6624,1852457200,33,,,POINT Z (-85.171758254 34.200801181 0)
9733,58,3105 MAPLE RD,6625,1852335887,33,,,POINT Z (-85.17167224 34.20116207 0)
9734,59,3101 MAPLE RD,6626,1471488636,33,,,POINT Z (-85.171460965 34.201457374 0)
9735,60,47 CLIFFBRINK DR SE,6717,1832337103,33,,,POINT Z (-85.16630563 34.199199862 0)
9736,61,102 TEAT ST SE,6628,1490636058,33,,,POINT Z (-85.170831168 34.201332855 0)
9737,62,104 TEAT ST SE,6629,1832599697,33,,,POINT Z (-85.1703503 34.201682079 0)
9738,63,100 WILLOW ST SE,6631,1491092734,33,,,POINT Z (-85.168427087 34.20001049 0)
9739,64,104 WILLOW ST SE,6632,1472025364,33,,,POINT Z (-85.16843013 34.199676748 0)
9740,65,0 WILLOW ST,6633,1490659798,33,,,POINT Z (-85.168341376 34.199682035 0)
9741,66,101 WILLOW ST SE,6634,1491068296,33,,,POINT Z (-85.168313978 34.199974439 0)
9742,67,99 WILLOW ST SE,6635,1830658858,33,,,POINT Z (-85.168311684 34.200197845 0)
9743,68,114 TEAT ST SE,6636,1490944520,33,,,POINT Z (-85.168175006 34.200742642 0)
9744,69,116 TEAT ST SE,6637,1490588360,33,,,POINT Z (-85.167995238 34.200669111 0)
9745,70,118 TEAT ST SE,6638,1490435776,33,,,POINT Z (-85.167598437 34.200606607 0)
9746,71,120 TEAT ST SE,6639,1490435754,33,,,POINT Z (-85.167254872 34.200593352 0)
9747,72,122 TEAT ST SE,6640,1470807066,33,,,POINT Z (-85.167235583 34.200593719 0)
9748,73,132 TEAT ST SE,6641,1832594240,33,,,POINT Z (-85.166385031 34.200377542 0)
9749,74,42 CLIFFBRINK DR SE,6642,1490437554,33,,,POINT Z (-85.166369142 34.200034077 0)
9750,75,43 CLIFFBRINK DR SE,6643,1852470076,33,,,POINT Z (-85.166405662 34.199712016 0)
9751,76,136 TEAT ST,6645,1490416792,33,,,POINT Z (-85.166349426 34.200286387 0)
9752,77,134 TEAT ST,101205,1830574652,33,,,POINT Z (-85.166304291 34.200383751 0)
9753,78,131 TEAT ST,6646,1490424244,33,,,POINT Z (-85.166084222 34.200675267 0)
9754,79,133 TEAT ST,6647,1490397974,33,,,POINT Z (-85.166083997 34.200676382 0)
9755,80,140 TEAT ST SE,6648,1852470867,33,,,POINT Z (-85.166053296 34.200697919 0)
9756,81,129 TEAT ST SE,6649,1470793798,33,,,POINT Z (-85.16656303 34.200667459 0)
9757,82,127 TEAT ST SE,6650,1832594551,33,,,POINT Z (-85.166821093 34.200655766 0)
9758,83,125 TEAT ST SE,6651,1832593768,33,,,POINT Z (-85.167219729 34.200676125 0)
9759,84,17 OAK ST,110964,1831798922,33,,,POINT Z (-85.167036313 34.201810985 0)
9760,85,28 OAK ST SE,6652,1491068514,33,,,POINT Z (-85.167183182 34.201302366 0)
9761,86,42 OAK ST,6653,1470549278,33,,,POINT Z (-85.167004161 34.201634262 0)
9762,87,42 OAK ST SE,6654,1852470084,33,,,POINT Z (-85.167018237 34.201630507 0)
9763,88,56 OAK STREET,100799,1491061668,33,,,POINT Z (-85.166801884 34.20214427 0)
9764,89,58 OAK ST,101516,1481623950,33,,,POINT Z (-85.166806591 34.202078568 0)
9765,90,59 OAK ST SE,6655,1491090950,33,,,POINT Z (-85.166852327 34.202383025 0)
9766,91,73 OAK ST SE,6657,1491077396,33,,,POINT Z (-85.166823554 34.202412267 0)
9767,92,66 OAK ST SE,6656,1105277692,33,,,POINT Z (-85.166725519 34.202466797 0)
9768,93,80 OAK ST,6659,1472006494,33,,,POINT Z (-85.166700839 34.202851645 0)
9769,94,103 OAK ST SE,6660,1105277696,33,,,POINT Z (-85.167307202 34.203076566 0)
9770,95,111 OAK ST SE,6662,1471114530,33,,,POINT Z (-85.167809246 34.203152478 0)
9771,96,119 OAK ST SE,6663,1491084706,33,,,POINT Z (-85.167808679 34.203151064 0)
9772,97,43 ELM ST SE,6665,1491094110,33,,,POINT Z (-85.169295397 34.202682409 0)
9773,98,47 OAK ST,6666,1491153012,33,,,POINT Z (-85.167039277 34.201837792 0)
9774,99,27 OAK ST SE,6667,1491098516,33,,,POINT Z (-85.167252905 34.201307856 0)
9775,100,119 TEAT ST,6668,1491090676,33,,,POINT Z (-85.167786831 34.200788925 0)
9776,101,115 TEAT ST SE,6669,1834539576,33,,,POINT Z (-85.168324741 34.200911096 0)
9777,102,113 TEAT ST SE,6670,1490625546,33,,,POINT Z (-85.16855425 34.201006263 0)
9778,103,111 TEAT ST,6671,1490437632,33,,,POINT Z (-85.16891932 34.201093171 0)
9779,104,107 TEAT SE,6673,1490412820,33,,,POINT Z (-85.16980643 34.201219763 0)
9780,105,105 TEAT ST SE,6674,1490417798,33,,,POINT Z (-85.170130286 34.201308739 0)
9781,106,2 PINE ST SE,6675,1832596226,33,,,POINT Z (-85.17033266 34.201835376 0)
9782,107,6 PINE ST SE,6676,1832594688,33,,,POINT Z (-85.170421789 34.202072873 0)
9783,108,202 N PINE ST,6678,1834501444,33,,,POINT Z (-85.170405795 34.201415871 0)
9784,109,206 N PINE ST,6679,1832596392,33,,,POINT Z (-85.170688882 34.203140262 0)
9785,110,210 N PINE ST,6680,1832593331,33,,,POINT Z (-85.170853233 34.203648564 0)
9786,111,3 PINE ST SE,6682,1831127974,33,,,POINT Z (-85.170451597 34.201715824 0)
9787,112,0 MAPLE ROAD,6684,1852370043,33,,,POINT Z (-85.171241573 34.201528096 0)
9788,113,3033 MAPLE RD,6685,1832596256,33,,,POINT Z (-85.171515618 34.201855655 0)
9789,114,3033 MAPLE RD,6686,1832593696,33,,,POINT Z (-85.171491407 34.201859293 0)
9790,115,3031 MAPLE RD SE,6687,1852467852,33,,,POINT Z (-85.171479778 34.202183747 0)
9791,116,3029 MAPLE RD,105542,1832592906,33,,,POINT Z (-85.171498481 34.202260192 0)
9792,117,3029 MAPLE RD,6688,1832594820,33,,,POINT Z (-85.171496957 34.202260882 0)
9793,118,3027 MAPLE RD,6689,1832233094,33,,,POINT Z (-85.171546534 34.20243234 0)
9794,119,3025 MAPLE RD,6690,1481535302,33,,,POINT Z (-85.171672402 34.202861192 0)
9795,120,3023 MAPLE RD,6691,1832599876,33,,,POINT Z (-85.171798638 34.203355056 0)
9796,121,3021 MAPLE RD,6692,1832594797,33,,,POINT Z (-85.171835937 34.203469087 0)
9797,122,0 MAPLE RD,6693,1832599644,33,,,POINT Z (-85.171924203 34.203746763 0)
9798,123,3021 MAPLE RD,6694,1832626687,33,,,POINT Z (-85.172019872 34.204136576 0)
9799,124,3019 MAPLE RD,6695,1832593795,33,,,POINT Z (-85.172079907 34.204391082 0)
9800,125,3017 MAPLE RD,6696,1832593497,33,,,POINT Z (-85.172170924 34.204654177 0)
9801,126,3015 MAPLE RD,6697,1832597484,33,,,POINT Z (-85.172225373 34.204945492 0)
9802,127,3013 MAPLE RD,6698,1831301329,33,,,POINT Z (-85.172358204 34.205351931 0)
9803,128,3011 MAPLE RD,6699,1832593694,33,,,POINT Z (-85.172425545 34.205611883 0)
9804,129,3009 MAPLE RD,6700,1832598806,33,,,POINT Z (-85.172544084 34.206004629 0)
9805,130,3007 MAPLE RD,6701,1831655302,33,,,POINT Z (-85.172623993 34.206351056 0)
9806,131,3005 MAPLE RD,6702,1832597660,33,,,POINT Z (-85.172701004 34.206619576 0)
9807,132,3003 MAPLE RD,6703,1832597872,33,,,POINT Z (-85.172765617 34.206859672 0)
9808,133,14 SUMMITT DR SE,6704,1832594936,33,,,POINT Z (-85.17011507 34.199090859 0)
9809,134,16 SUMMIT DR SE,6705,1832597273,33,,,POINT Z (-85.169723542 34.198502981 0)
9810,135,28 SUMMIT DR SE,6706,1832593702,33,,,POINT Z (-85.168948826 34.198288512 0)
9811,136,34 SUMMIT DR SE,6707,1832598521,33,,,POINT Z (-85.168207373 34.198320166 0)
9812,137,49 CLIFFBRINK AVE SE,6715,1832319837,33,,,POINT Z (-85.166285178 34.198958426 0)
9813,138,36 SUMMIT DR,6708,1832350031,33,,,POINT Z (-85.167920747 34.198369241 0)
9814,139,38 SUMMIT DR,6709,1832345585,33,,,POINT Z (-85.167601198 34.198434757 0)
9815,140,40 SUMMIT DR SE,6710,1491441490,33,,,POINT Z (-85.166736964 34.198531077 0)
9816,141,54 CLIFFBRINK DR SE,6711,1832349546,33,,,POINT Z (-85.166418447 34.198166812 0)
9817,142,52 CLIFFBRINK DR SE,6712,1831304249,33,,,POINT Z (-85.166271439 34.198028031 0)
9818,143,51 CLIFFBRINK DR SE,6713,1471386458,33,,,POINT Z (-85.166301309 34.198438855 0)
9819,144,50 CLIFFBRINK DR,6714,1850422703,33,,,POINT Z (-85.166332682 34.198642162 0)
9820,145,48 CLIFFBRINK AVE SE,6716,1481739842,33,,,POINT Z (-85.166455701 34.199032827 0)
9821,146,46 CLIFFBRINK DR SE,6718,1832348986,33,,,POINT Z (-85.166384002 34.199243671 0)
9822,147,41 SUMMIT DR SE,6719,1490228556,33,,,POINT Z (-85.16667837 34.198617063 0)
9823,148,39 SUMMIT DR SE,6720,1471635550,33,,,POINT Z (-85.167082397 34.19860753 0)
9824,149,35 SUMMIT DR SE,6721,1832345632,33,,,POINT Z (-85.167622921 34.198554519 0)
9825,150,27 SUMMIT DR SE,6725,1490431160,33,,,POINT Z (-85.169743167 34.198644253 0)
9826,151,33 SUMMIT DR SE,6722,1832349552,33,,,POINT Z (-85.168562147 34.19847315 0)
9827,152,31 SUMMIT DR SE,6723,1834524682,33,,,POINT Z (-85.168859462 34.198336351 0)
9828,153,29 SUMMIT DR SE,6724,1832367241,33,,,POINT Z (-85.169351864 34.198383939 0)
9829,154,25 SUMMIT DR SE,6726,1832367102,33,,,POINT Z (-85.169895403 34.198847327 0)
9830,155,23 SUMMIT DR SE,6727,1831304097,33,,,POINT Z (-85.170051875 34.199232782 0)
9831,156,21 SUMMIT DR SE,6728,1832350255,33,,,POINT Z (-85.170370872 34.199323367 0)
9832,157,19 SUMMIT DR SE,6729,1832349583,33,,,POINT Z (-85.170682148 34.199137396 0)
9833,158,10 HILLSIDE DR SE,6731,1481226016,33,,,POINT Z (-85.171895698 34.198009173 0)
9834,159,3 HILLSIDE DR SE,6732,1832367243,33,,,POINT Z (-85.172144 34.19798182 0)
9835,160,102 SUNSET DR SE,6733,1832349521,33,,,POINT Z (-85.17331039 34.198194096 0)
9836,161,106 SUNSET DR SE,6735,1834387530,33,,,POINT Z (-85.173741328 34.198564766 0)
9837,162,112 SUNSET DR SE,6736,1471937510,33,,,POINT Z (-85.174402156 34.198949813 0)
9838,163,114 SUNSET DR SE,6737,1832346548,33,,,POINT Z (-85.174628005 34.198980737 0)
9839,164,0 SUNSET DR SE,6739,1832347096,33,,,POINT Z (-85.175127796 34.199742895 0)
9840,165,213 SUNSET DR SE,6741,1832593717,33,,,POINT Z (-85.175753083 34.199660264 0)
9841,166,211 SUNSET DR SE,6742,1832351296,33,,,POINT Z (-85.175094829 34.199654646 0)
9842,167,210 SUNSET DR SE,6738,1471655292,33,,,POINT Z (-85.174745801 34.199514881 0)
9843,168,218 SUNSET DR SE,6740,1832580486,33,,,POINT Z (-85.175758844 34.199770799 0)
9844,169,207 SUNSET DR SE,6743,1832593777,33,,,POINT Z (-85.174881441 34.198887549 0)
9845,170,203 SUNSET DRIVE,104561,1832597664,33,,,POINT Z (-85.174882685 34.198584923 0)
9846,171,202 SUNSET DR SE,6744,1832593269,33,,,POINT Z (-85.174828417 34.198259819 0)
9847,172,201 SUNSET DR SE,6745,1832592845,33,,,POINT Z (-85.174915831 34.19818415 0)
9848,173,198 SUNSET DR SE,6746,1832593348,33,,,POINT Z (-85.174979406 34.19794854 0)
9849,174,111 SUNSET DR SE,6747,1832597475,33,,,POINT Z (-85.174438148 34.198865221 0)
9850,175,105 SUNSET DR SE,6748,1831319564,33,,,POINT Z (-85.173834427 34.198506097 0)
9851,176,101 SUNSET DR SE,6749,1832599821,33,,,POINT Z (-85.173461646 34.198216963 0)
9852,1,,6356,1831318799,32,,,POINT Z (-85.170959366 34.209938205 0)
9853,2,,6357,1832255974,32,,,POINT Z (-85.16676738 34.218048843 0)
9854,3,,6358,1832252727,32,,,POINT Z (-85.166524305 34.217804704 0)
9855,4,,6360,1850538391,32,,,POINT Z (-85.165962577 34.217806895 0)
9856,5,,6361,1832254254,32,,,POINT Z (-85.165662799 34.217807055 0)
9857,6,,6362,1832249207,32,,,POINT Z (-85.165415803 34.217822033 0)
9858,7,,6363,1832253788,32,,,POINT Z (-85.165169074 34.217793971 0)
9859,8,,6364,1832275921,32,,,POINT Z (-85.164944489 34.217767858 0)
9860,9,,6365,1832253920,32,,,POINT Z (-85.164685432 34.217770833 0)
9861,10,,6366,1832255964,32,,,POINT Z (-85.164332491 34.217784833 0)
9862,11,,6367,1832287557,32,,,POINT Z (-85.163913989 34.218342511 0)
9863,12,,6368,1482111484,32,,,POINT Z (-85.171340945 34.209190923 0)
9864,13,,6369,1832253808,32,,,POINT Z (-85.164221964 34.217879105 0)
9865,14,,6370,1832254259,32,,,POINT Z (-85.164395144 34.217910515 0)
9866,15,,6371,1832233682,32,,,POINT Z (-85.164697029 34.217909311 0)
9867,16,,6372,1832253815,32,,,POINT Z (-85.16492198 34.217886272 0)
9868,17,,6373,1832254810,32,,,POINT Z (-85.165233858 34.2178886 0)
9869,18,,6374,1832253918,32,,,POINT Z (-85.165500855 34.217894543 0)
9870,19,,6375,1832275469,32,,,POINT Z (-85.165706171 34.217886639 0)
9871,20,,6376,1832534282,32,,,POINT Z (-85.165956667 34.21790768 0)
9872,21,,6377,1832294376,32,,,POINT Z (-85.16634269 34.217923855 0)
9873,22,,6378,1832350979,32,,,POINT Z (-85.166867148 34.217794879 0)
9874,23,,6379,1471473180,32,,,POINT Z (-85.166960433 34.217552307 0)
9875,24,,6380,1831857080,32,,,POINT Z (-85.167097637 34.217367475 0)
9876,25,,6381,1831856398,32,,,POINT Z (-85.166976832 34.217273286 0)
9877,26,,6383,1831856051,32,,,POINT Z (-85.167309363 34.21694357 0)
9878,27,,6384,1831856295,32,,,POINT Z (-85.167385978 34.216811722 0)
9879,28,,6385,1831855559,32,,,POINT Z (-85.167542135 34.216517997 0)
9880,29,,6386,1471501594,32,,,POINT Z (-85.167008405 34.216896825 0)
9881,30,,6387,1831803893,32,,,POINT Z (-85.166774114 34.216849604 0)
9882,31,,6388,1852387547,32,,,POINT Z (-85.166493931 34.216857255 0)
9883,32,,6390,1831856294,32,,,POINT Z (-85.165922131 34.216842104 0)
9884,33,,6391,1831826794,32,,,POINT Z (-85.16567719 34.216871773 0)
9885,34,,6392,1834485157,32,,,POINT Z (-85.165473591 34.216824648 0)
9886,35,,6393,1831826761,32,,,POINT Z (-85.165162836 34.216825035 0)
9887,36,,6394,1832276747,32,,,POINT Z (-85.164786447 34.216853713 0)
9888,37,,6395,1832534419,32,,,POINT Z (-85.16454979 34.216846713 0)
9889,38,,6396,1831857447,32,,,POINT Z (-85.164632119 34.216957984 0)
9890,39,,6397,1834492999,32,,,POINT Z (-85.16516072 34.216953308 0)
9891,40,,6398,1831855627,32,,,POINT Z (-85.165539645 34.216957237 0)
9892,41,,6399,1831858484,32,,,POINT Z (-85.165608771 34.216955669 0)
9893,42,,6400,1831855899,32,,,POINT Z (-85.16592702 34.21700307 0)
9894,43,,6401,1834492967,32,,,POINT Z (-85.166237339 34.216944227 0)
9895,46,,6404,1832279563,32,,,POINT Z (-85.167725505 34.216150006 0)
9896,50,,6408,1832260362,32,,,POINT Z (-85.168156302 34.215351589 0)
9897,59,,6417,1832263758,32,,,POINT Z (-85.169196707 34.213343488 0)
9898,61,,6419,1832254812,32,,,POINT Z (-85.169315099 34.213063702 0)
9899,62,,6421,1490169308,32,,,POINT Z (-85.169545865 34.212636618 0)
9900,63,,6422,1832291596,32,,,POINT Z (-85.16964577 34.21243164 0)
9901,64,,6423,1832293835,32,,,POINT Z (-85.170085015 34.212117159 0)
9902,65,,6424,1832293551,32,,,POINT Z (-85.170493811 34.212200436 0)
9903,66,,6425,1832277855,32,,,POINT Z (-85.170012702 34.211746567 0)
9904,67,,6426,1832294429,32,,,POINT Z (-85.170135038 34.211499302 0)
9905,68,,6427,1832232310,32,,,POINT Z (-85.170221332 34.211355892 0)
9906,69,,6428,1832275209,32,,,POINT Z (-85.170341746 34.211134377 0)
9907,70,,6429,1832275466,32,,,POINT Z (-85.170432334 34.2109339 0)
9908,71,,6430,1832274463,32,,,POINT Z (-85.170570495 34.210721447 0)
9909,72,,6431,1832254045,32,,,POINT Z (-85.170681982 34.210465166 0)
9910,73,,6432,1832252223,32,,,POINT Z (-85.170815529 34.210249283 0)
9911,74,,6433,1832275377,32,,,POINT Z (-85.170956023 34.209934925 0)
9912,75,,6434,1832263763,32,,,POINT Z (-85.171051927 34.209723587 0)
9913,76,,6435,1832253447,32,,,POINT Z (-85.171192272 34.209478523 0)
9914,77,,6436,1832255445,32,,,POINT Z (-85.171342735 34.209193181 0)
9915,78,,115399,1470963794,32,,,POINT Z (-85.171510359 34.208909195 0)
9916,79,,6437,1832254037,32,,,POINT Z (-85.171504228 34.20891129 0)
9917,80,,6438,1832254524,32,,,POINT Z (-85.171657371 34.20857587 0)
9918,81,,6439,1832253445,32,,,POINT Z (-85.171797271 34.20830539 0)
9919,82,,6440,1832248653,32,,,POINT Z (-85.171858202 34.20807136 0)
9920,83,,6441,1832260639,32,,,POINT Z (-85.171859044 34.20778727 0)
9921,84,,6442,1832253974,32,,,POINT Z (-85.172109711 34.207426319 0)
9922,85,,6443,1450412548,32,,,POINT Z (-85.172097401 34.207288343 0)
9923,86,,6445,1831826780,32,,,POINT Z (-85.171749062 34.20723014 0)
9924,87,,6444,1831843040,32,,,POINT Z (-85.17182321 34.206824499 0)
9925,88,,6446,1831827472,32,,,POINT Z (-85.171628206 34.206743929 0)
9926,89,,6447,1831843117,32,,,POINT Z (-85.171724334 34.206513869 0)
9927,90,,6448,1831830910,32,,,POINT Z (-85.17142488 34.20637696 0)
9928,91,,6449,1852387553,32,,,POINT Z (-85.171589519 34.206301179 0)
9929,92,,6450,1471516056,32,,,POINT Z (-85.171331395 34.206194018 0)
9930,93,,6451,1470085586,32,,,POINT Z (-85.171284388 34.205904672 0)
9931,94,,6452,1831826380,32,,,POINT Z (-85.171416417 34.20577694 0)
9932,95,,6453,1831803820,32,,,POINT Z (-85.171203178 34.205601533 0)
9933,96,,6454,1832252713,32,,,POINT Z (-85.171101327 34.205229735 0)
9934,97,,6455,1832534396,32,,,POINT Z (-85.17102157 34.204900649 0)
9935,98,,6456,1832230289,32,,,POINT Z (-85.171105404 34.204717328 0)
9936,99,,6457,1832291602,32,,,POINT Z (-85.170924124 34.204580129 0)
9937,100,,6458,1832257563,32,,,POINT Z (-85.171055209 34.20433539 0)
9938,101,,6459,1832275184,32,,,POINT Z (-85.171101904 34.20410936 0)
9939,102,,109271,1105127323,32,,,POINT Z (-85.170943983 34.204458119 0)
9940,103,,6460,1832263757,32,,,POINT Z (-85.171772636 34.207555696 0)
9941,104,,6461,1832292390,32,,,POINT Z (-85.171713361 34.207774937 0)
9942,105,,6462,1831299727,32,,,POINT Z (-85.17170431 34.207974765 0)
9943,106,,6464,1832260307,32,,,POINT Z (-85.171565847 34.208484468 0)
9944,107,,6465,1832349573,32,,,POINT Z (-85.171401768 34.208798496 0)
9945,108,,6466,1832350352,32,,,POINT Z (-85.171275645 34.20902813 0)
9946,109,,6467,1852387396,32,,,POINT Z (-85.171131695 34.209283642 0)
9947,110,,6468,1832350446,32,,,POINT Z (-85.171036323 34.209459301 0)
9948,111,,6469,1832368572,32,,,POINT Z (-85.170913178 34.209689147 0)
9949,112,,6470,1832349813,32,,,POINT Z (-85.170836994 34.209815133 0)
9950,113,,6471,1833026606,32,,,POINT Z (-85.170710938 34.210064251 0)
9951,114,,6472,1832580607,32,,,POINT Z (-85.170644586 34.210196116 0)
9952,115,,6473,1831299734,32,,,POINT Z (-85.170459593 34.210553489 0)
9953,116,,6474,1832254509,32,,,POINT Z (-85.170404642 34.210674578 0)
9954,117,,6475,1832254531,32,,,POINT Z (-85.170292628 34.210886666 0)
9955,118,,6476,1832274332,32,,,POINT Z (-85.170181488 34.211108172 0)
9956,119,,6477,1832278535,32,,,POINT Z (-85.170059175 34.21128272 0)
9957,120,,6478,1832290288,32,,,POINT Z (-85.169941559 34.211491175 0)
9958,121,,6479,1832254032,32,,,POINT Z (-85.169870901 34.211639483 0)
9959,122,,6480,1470962642,32,,,POINT Z (-85.169677115 34.212121916 0)
9960,123,,6481,1832274653,32,,,POINT Z (-85.169514196 34.21243269 0)
9961,124,,6482,1832296220,32,,,POINT Z (-85.169416181 34.21259763 0)
9962,125,,6483,1832276644,32,,,POINT Z (-85.169321223 34.212777629 0)
9963,126,,6484,1832296225,32,,,POINT Z (-85.169230927 34.212954417 0)
9964,127,,6485,1831649156,32,,,POINT Z (-85.169130451 34.213151528 0)
9965,128,,6486,1482176876,32,,,POINT Z (-85.16899093 34.213440204 0)
9966,129,,6487,1832276543,32,,,POINT Z (-85.168918329 34.213559647 0)
9967,130,,6488,1832295942,32,,,POINT Z (-85.168806314 34.213785406 0)
9968,131,,6489,1105127020,32,,,POINT Z (-85.16869279 34.214008019 0)
9969,132,,6490,1832290111,32,,,POINT Z (-85.168585324 34.214211977 0)
9970,133,,6491,1482108468,32,,,POINT Z (-85.168492096 34.214373634 0)
9971,134,,6492,1490931888,32,,,POINT Z (-85.168343584 34.21466131 0)
9972,135,,6493,1830665322,32,,,POINT Z (-85.168228323 34.214867968 0)
9973,136,,6494,1491150046,32,,,POINT Z (-85.168154146 34.215010889 0)
9974,137,,6495,1832292418,32,,,POINT Z (-85.167947746 34.215330044 0)
9975,138,,6496,1832292187,32,,,POINT Z (-85.16788636 34.215525412 0)
9976,139,,6497,1832294908,32,,,POINT Z (-85.167801421 34.215706702 0)
9977,140,,6499,1832295979,32,,,POINT Z (-85.167575871 34.216167653 0)
9978,141,,6500,1481620366,32,,,POINT Z (-85.172829578 34.206343662 0)
9979,142,,6501,1471935288,32,,,POINT Z (-85.172724943 34.206084258 0)
9980,143,,6502,1832294335,32,,,POINT Z (-85.172667204 34.205854902 0)
9981,144,,6503,1832275636,32,,,POINT Z (-85.172492956 34.205110598 0)
9982,145,,6504,1832300022,32,,,POINT Z (-85.172277949 34.204391671 0)
9983,146,,6505,1832320742,32,,,POINT Z (-85.172153633 34.204601246 0)
9984,147,,6507,1832336620,32,,,POINT Z (-85.172103233 34.203737142 0)
9985,148,,6508,1832318722,32,,,POINT Z (-85.172022055 34.203527025 0)
9986,149,,6509,1832336632,32,,,POINT Z (-85.171992507 34.203134788 0)
9987,150,,6511,1832275374,32,,,POINT Z (-85.172934925 34.203924588 0)
9988,151,,6512,1491152146,32,,,POINT Z (-85.173164545 34.204161632 0)
9989,152,,6513,1852387801,32,,,POINT Z (-85.173392466 34.20444241 0)
9990,153,,6515,1832318655,32,,,POINT Z (-85.173789178 34.204849369 0)
9991,154,,6516,1832275222,32,,,POINT Z (-85.173968179 34.205071037 0)
9992,155,,6517,1832254971,32,,,POINT Z (-85.174138951 34.205275242 0)
9993,156,,6518,1832598045,32,,,POINT Z (-85.174406062 34.205558477 0)
9994,157,,6519,1832580530,32,,,POINT Z (-85.174587737 34.205771621 0)
